story_id,character,source_text,situation,moral_conflict,broken_component,iks_principle,hope_message,distress_keywords,emotion_tags,distress_level,decision_taken,outcome,user_group,data_source
IKS_EXT_529,Follower,Life of Mahatma Gandhi,balancing personal growth with social duty,tradition vs innovation,Agency,satya,"Through satya, one can navigate balancing personal growth with social duty and restore inner balance.","sadness, tradition, innovation",sadness,low,Decided to apply satya to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_530,Village Leader,Life of Mahatma Gandhi,handling success and ego,forgiveness vs anger,Pathways,ahimsa,"Through ahimsa, one can navigate handling success and ego and restore inner balance.","anger, forgiveness, anger",anger,high,Decided to apply ahimsa to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_531,Gandhi,Life of Mahatma Gandhi,managing family conflicts,hard work vs luck,Pathways,karma yoga,"Through karma yoga, one can navigate managing family conflicts and restore inner balance.","anger, hard work, luck",anger,high,Decided to apply karma yoga to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_532,Follower,Life of Mahatma Gandhi,facing a loss of a loved one,non-violence vs self-defense,Agency,bhakti,"Through bhakti, one can navigate facing a loss of a loved one and restore inner balance.","anger, non-violence, self-defense",anger,medium,Decided to apply bhakti to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_533,Village Leader,Life of Mahatma Gandhi,facing injustice from authority,self-interest vs social good,Agency,daya,"Through daya, one can navigate facing injustice from authority and restore inner balance.","confusion, self-interest, social good",confusion,high,Decided to apply daya to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_534,Village Leader,Life of Mahatma Gandhi,struggling with self-doubt,faith vs logic,Goals,dharma,"Through dharma, one can navigate struggling with self-doubt and restore inner balance.","fear, faith, logic",fear,medium,Decided to apply dharma to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_535,Gandhi,Life of Mahatma Gandhi,facing community isolation,non-violence vs self-defense,Goals,bhakti,"Through bhakti, one can navigate facing community isolation and restore inner balance.","despair, non-violence, self-defense",despair,medium,Decided to apply bhakti to resolve the non-violence vs self-defense.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_536,Kasturba,Life of Mahatma Gandhi,facing injustice from authority,integrity vs shortcut,Agency,ahimsa,"Through ahimsa, one can navigate facing injustice from authority and restore inner balance.","despair, integrity, shortcut",despair,low,Decided to apply ahimsa to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_537,Kasturba,Life of Mahatma Gandhi,experiencing a crisis of faith,attachment vs detachment,Pathways,viveka,"Through viveka, one can navigate experiencing a crisis of faith and restore inner balance.","despair, attachment, detachment",despair,medium,Decided to apply viveka to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_538,Kasturba,Life of Mahatma Gandhi,dealing with professional failure,fear vs courage,Goals,tapas,"Through tapas, one can navigate dealing with professional failure and restore inner balance.","despair, fear, courage",despair,high,Decided to apply tapas to resolve the fear vs courage.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_539,Kasturba,Life of Mahatma Gandhi,dealing with public humiliation,hard work vs luck,Goals,dana,"Through dana, one can navigate dealing with public humiliation and restore inner balance.","confusion, hard work, luck",confusion,low,Decided to apply dana to resolve the hard work vs luck.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_540,Satyagrahi,Life of Mahatma Gandhi,dealing with physical illness,truth vs convenience,Goals,tapas,"Through tapas, one can navigate dealing with physical illness and restore inner balance.","sadness, truth, convenience",sadness,medium,Decided to apply tapas to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_541,Satyagrahi,Life of Mahatma Gandhi,overcoming traumatic past,tradition vs innovation,Goals,shanti,"Through shanti, one can navigate overcoming traumatic past and restore inner balance.","grief, tradition, innovation",grief,low,Decided to apply shanti to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_542,Follower,Life of Mahatma Gandhi,overcoming fear of death,attachment vs detachment,Goals,shanti,"Through shanti, one can navigate overcoming fear of death and restore inner balance.","despair, attachment, detachment",despair,low,Decided to apply shanti to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_543,Kasturba,Life of Mahatma Gandhi,coping with aging,faith vs logic,Goals,vairagya,"Through vairagya, one can navigate coping with aging and restore inner balance.","frustration, faith, logic",frustration,medium,Decided to apply vairagya to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_544,Village Leader,Life of Mahatma Gandhi,struggling with lack of resources,duty vs personal gain,Agency,daya,"Through daya, one can navigate struggling with lack of resources and restore inner balance.","confusion, duty, personal gain",confusion,low,Decided to apply daya to resolve the duty vs personal gain.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_545,Gandhi,Life of Mahatma Gandhi,struggling with self-doubt,forgiveness vs anger,Goals,vairagya,"Through vairagya, one can navigate struggling with self-doubt and restore inner balance.","moral tension, forgiveness, anger",moral tension,medium,Decided to apply vairagya to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_546,Freedom Fighter,Life of Mahatma Gandhi,feeling lonely in a crowd,mercy vs justice,Goals,dana,"Through dana, one can navigate feeling lonely in a crowd and restore inner balance.","anxiety, mercy, justice",anxiety,high,Decided to apply dana to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_547,Kasturba,Life of Mahatma Gandhi,dealing with unrequited efforts,loyalty vs righteousness,Agency,daya,"Through daya, one can navigate dealing with unrequited efforts and restore inner balance.","sadness, loyalty, righteousness",sadness,medium,Decided to apply daya to resolve the loyalty vs righteousness.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_548,Gandhi,Life of Mahatma Gandhi,dealing with financial debt,ambition vs contentment,Goals,karma yoga,"Through karma yoga, one can navigate dealing with financial debt and restore inner balance.","grief, ambition, contentment",grief,medium,Decided to apply karma yoga to resolve the ambition vs contentment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_549,Satyagrahi,Life of Mahatma Gandhi,overcoming fear of death,self-interest vs social good,Pathways,dana,"Through dana, one can navigate overcoming fear of death and restore inner balance.","despair, self-interest, social good",despair,high,Decided to apply dana to resolve the self-interest vs social good.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_550,Village Leader,Life of Mahatma Gandhi,facing ethical corruption in workplace,integrity vs shortcut,Agency,karma yoga,"Through karma yoga, one can navigate facing ethical corruption in workplace and restore inner balance.","anxiety, integrity, shortcut",anxiety,high,Decided to apply karma yoga to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_551,Gandhi,Life of Mahatma Gandhi,dealing with physical illness,tradition vs innovation,Pathways,shanti,"Through shanti, one can navigate dealing with physical illness and restore inner balance.","moral tension, tradition, innovation",moral tension,medium,Decided to apply shanti to resolve the tradition vs innovation.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_552,Kasturba,Life of Mahatma Gandhi,dealing with professional failure,truth vs convenience,Agency,viveka,"Through viveka, one can navigate dealing with professional failure and restore inner balance.","moral tension, truth, convenience",moral tension,medium,Decided to apply viveka to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_553,Village Leader,Life of Mahatma Gandhi,overcoming traumatic past,truth vs convenience,Pathways,shanti,"Through shanti, one can navigate overcoming traumatic past and restore inner balance.","confusion, truth, convenience",confusion,medium,Decided to apply shanti to resolve the truth vs convenience.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_554,Satyagrahi,Life of Mahatma Gandhi,overcoming procrastination,forgiveness vs anger,Pathways,shanti,"Through shanti, one can navigate overcoming procrastination and restore inner balance.","sadness, forgiveness, anger",sadness,medium,Decided to apply shanti to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_555,Follower,Life of Mahatma Gandhi,seeking purpose in life,forgiveness vs anger,Pathways,viveka,"Through viveka, one can navigate seeking purpose in life and restore inner balance.","helplessness, forgiveness, anger",helplessness,medium,Decided to apply viveka to resolve the forgiveness vs anger.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_556,Kasturba,Life of Mahatma Gandhi,overcoming traumatic past,mercy vs justice,Pathways,satya,"Through satya, one can navigate overcoming traumatic past and restore inner balance.","anger, mercy, justice",anger,low,Decided to apply satya to resolve the mercy vs justice.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_557,Village Leader,Life of Mahatma Gandhi,facing a loss of a loved one,attachment vs detachment,Goals,bhakti,"Through bhakti, one can navigate facing a loss of a loved one and restore inner balance.","anxiety, attachment, detachment",anxiety,medium,Decided to apply bhakti to resolve the attachment vs detachment.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_558,Kasturba,Life of Mahatma Gandhi,managing family conflicts,faith vs logic,Goals,shanti,"Through shanti, one can navigate managing family conflicts and restore inner balance.","fear, faith, logic",fear,medium,Decided to apply shanti to resolve the faith vs logic.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
IKS_EXT_559,Village Leader,Life of Mahatma Gandhi,facing social discrimination,integrity vs shortcut,Pathways,shanti,"Through shanti, one can navigate facing social discrimination and restore inner balance.","moral tension, integrity, shortcut",moral tension,high,Decided to apply shanti to resolve the integrity vs shortcut.,Achieved a sense of clarity and purpose,general,Synthetically_Enhanced_IKS_Model
